Sens,Nature Mvt,Section,Chapitre - Code,Chapitre - Libellé,Nature - Code,Nature - Libellé,Fonction - Code,Fonction - Libellé,Niveau 1 - Section,Niveau 2 - Catégorie,Niveau 3 - Type,Niveau a - Politique,Niveau b - Sous Politique
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70384,FORFAIT DE POST STATIONNEMENT,824,AUTRE OPERATIONS D'AMENAGEMENT,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance stationnement,Espaces publics,Transports urbains
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70384,FORFAIT DE POST STATIONNEMENT,830,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance stationnement,Espaces publics,Transports urbains
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70384,FORFAIT DE POST STATIONNEMENT,832,ACTIONS SPECIFIQUES POLLUTION,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance stationnement,Espaces publics,Transports urbains
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70384,FORFAIT DE POST STATIONNEMENT,90,INTERVENTIONS ECONOMIQUES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance stationnement,Espaces publics,Transports urbains
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70384,FORFAIT DE POST STATIONNEMENT,94,AIDES COMMERCE SERVICES MCHDS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance stationnement,Espaces publics,Transports urbains
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70384,FORFAIT DE POST STATIONNEMENT,95,AIDES AU TOURISME,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance stationnement,Espaces publics,Transports urbains
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,01,OPERATIONS NON VENTILABLES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,020,ADMIN GENERALE COLLECTIVITE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,021,ASSEMBLEE LOCALE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,023,"INFORMATION, COMMUNICATION",RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,024,FETES ET CEREMONIES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,025,AIDES AUX ASSOCIATIONS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,026,CIMETIERES ET POMPES FUNEBRES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,Cimetières
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,03,JUSTICE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,048,AUTRES ACTIONS INTERNATIONALES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,110,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,112,POLICE MUNICIPALE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,113,"POMPIERS, INCENDIES ET SECOURS",RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,114,AUTRES SERVICES DE PROTECTION,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,12,HYGIENE ET SALUBRITE PUBLIQUE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,20,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,211,ECOLES MATERNELLES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,212,ECOLES PRIMAIRES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,213,CLASSES REGROUPEES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,22,ENSEIGNEMENT DU DEUXIEME DEGRE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,251,HEBERGEMENT ET RESTAURATION,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,252,TRANSPORTS SCOLAIRES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,255,CLASSES DE DECOUVERTE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,30,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,311,"EXPRESSION MUSICALE, LYRIQUE",RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,312,ARTS PLASTIQUES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,313,THEATRES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,314,CINEMAS ET AUTRES SALLES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,322,MUSEES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,324,ENTRETIEN PATRIMOINE CULTUREL,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,33,ACTION CULTURELLE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,40,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,411,"SALLES DE SPORT, GYMNASES",RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,412,STADES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,414,AUTRES EQUIPEMENTS SPORTIFS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,415,MANIFESTATIONS SPORTIVES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,421,CENTRES DE LOISIRS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,422,AUTRES ACTIVITES POUR JEUNES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,423,COLONIES DE VACANCES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,510,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,511,DISPENSAIRES ET AUTRES ETABS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,512,ACTIONS PREVENTION SANITAIRE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,520,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,521,SERVICES A CARACTERE SOCIAL,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,523,ACTIONS PERSONNES DIFFICCULTE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,524,AUTRES SERVICES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,61,SERVICES PERSONNES AGEES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,63,AIDES A LA FAMILLE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,64,CRECHES ET GARDERIES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,70,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,71,PARC PRIVE DE LA VILLE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,72,AIDE AU SECTEUR LOCATIF,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,813,PROPRETE URBAINE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,814,ECLAIRAGE PUBLIC,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,Eclairage public
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,815,TRANSPORTS URBAINS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,816,AUTRES RESEAUX ET SERVICES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,820,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,821,EQUIPEMENTS ANNEXES DE VOIRIE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,822,VOIRIE COMMUNALE ET ROUTES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,823,ESPACES VERTS URBAINS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,824,AUTRE OPERATIONS D'AMENAGEMENT,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,830,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,832,ACTIONS SPECIFIQUES POLLUTION,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,90,INTERVENTIONS ECONOMIQUES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,94,AIDES COMMERCE SERVICES MCHDS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70388,AUTRES REDEV. & RECET.DIVERSES,95,AIDES AU TOURISME,RECETTE REELLE FONCTIONNEMENT,Produits des services,Occupation du domaine,Espaces publics,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70613,ABON OU RED PR ENL DECH INDUST,813,PROPRETE URBAINE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Autres produits,Espaces publics,Propreté Urbaine
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7062,REDEVANCE SERV CARACT CULTUREL,30,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance services culturels,Culture,Action culturelle
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7062,REDEVANCE SERV CARACT CULTUREL,311,"EXPRESSION MUSICALE, LYRIQUE",RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance services culturels,Culture,Expression artistique
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7062,REDEVANCE SERV CARACT CULTUREL,312,ARTS PLASTIQUES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance services culturels,Culture,Expression artistique
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7062,REDEVANCE SERV CARACT CULTUREL,313,THEATRES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance services culturels,Culture,Théâtres
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7062,REDEVANCE SERV CARACT CULTUREL,314,CINEMAS ET AUTRES SALLES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance services culturels,Culture,Cinémas
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7062,REDEVANCE SERV CARACT CULTUREL,322,MUSEES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance services culturels,Culture,Action culturelle
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7062,REDEVANCE SERV CARACT CULTUREL,324,ENTRETIEN PATRIMOINE CULTUREL,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance services culturels,Culture,Action culturelle
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7062,REDEVANCE SERV CARACT CULTUREL,33,ACTION CULTURELLE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Redevance services culturels,Culture,Action culturelle
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70631,REDEVANCES A CARACTERE SPORTIF,40,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Sports,Sports,Actions sportives
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70631,REDEVANCES A CARACTERE SPORTIF,411,"SALLES DE SPORT, GYMNASES",RECETTE REELLE FONCTIONNEMENT,Produits des services,Sports,Sports,Equipements sportifs
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70631,REDEVANCES A CARACTERE SPORTIF,412,STADES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Sports,Sports,Equipements sportifs
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70631,REDEVANCES A CARACTERE SPORTIF,414,AUTRES EQUIPEMENTS SPORTIFS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Sports,Sports,Equipements sportifs
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70631,REDEVANCES A CARACTERE SPORTIF,415,MANIFESTATIONS SPORTIVES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Sports,Sports,Actions sportives
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70632,REDEVANCES A CARACTERE DE LOIS,421,CENTRES DE LOISIRS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Périscolaire
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70632,REDEVANCES A CARACTERE DE LOIS,422,AUTRES ACTIVITES POUR JEUNES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Jeunesse,Jeunesse,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70632,REDEVANCES A CARACTERE DE LOIS,423,COLONIES DE VACANCES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Jeunesse,Jeunesse,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7066,REDEVANCE SERV CARACT SOCIAL,421,CENTRES DE LOISIRS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Périscolaire
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7066,REDEVANCE SERV CARACT SOCIAL,422,AUTRES ACTIVITES POUR JEUNES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Jeunesse,Jeunesse,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7066,REDEVANCE SERV CARACT SOCIAL,423,COLONIES DE VACANCES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Jeunesse,Jeunesse,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7066,REDEVANCE SERV CARACT SOCIAL,511,DISPENSAIRES ET AUTRES ETABS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Santé,Santé,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7066,REDEVANCE SERV CARACT SOCIAL,524,AUTRES SERVICES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Jeunesse,Jeunesse,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7066,REDEVANCE SERV CARACT SOCIAL,61,SERVICES PERSONNES AGEES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Social,Interventions sociales,-
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7066,REDEVANCE SERV CARACT SOCIAL,64,CRECHES ET GARDERIES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Petite Enfance,Petite Enfance,Crèches et garderies
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7067,RED DROITS SERV PERIS ET ENSEI,20,SERVICES COMMUNS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Ecoles
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7067,RED DROITS SERV PERIS ET ENSEI,211,ECOLES MATERNELLES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Ecoles
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7067,RED DROITS SERV PERIS ET ENSEI,212,ECOLES PRIMAIRES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Ecoles
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7067,RED DROITS SERV PERIS ET ENSEI,213,CLASSES REGROUPEES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Ecoles
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7067,RED DROITS SERV PERIS ET ENSEI,22,ENSEIGNEMENT DU DEUXIEME DEGRE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Collèges et Lycées
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7067,RED DROITS SERV PERIS ET ENSEI,251,HEBERGEMENT ET RESTAURATION,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Restauration scolaire
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7067,RED DROITS SERV PERIS ET ENSEI,252,TRANSPORTS SCOLAIRES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Transports scolaires
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,7067,RED DROITS SERV PERIS ET ENSEI,255,CLASSES DE DECOUVERTE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Education,Education,Périscolaire
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70688,AUTRES PRESTATIONS DE SERVICES,01,OPERATIONS NON VENTILABLES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Autres produits,Administration et frais généraux,Administration générale
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70688,AUTRES PRESTATIONS DE SERVICES,020,ADMIN GENERALE COLLECTIVITE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Autres produits,Administration et frais généraux,Administration générale
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70688,AUTRES PRESTATIONS DE SERVICES,021,ASSEMBLEE LOCALE,RECETTE REELLE FONCTIONNEMENT,Produits des services,Autres produits,Assemblée locale,Assemblée locale
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70688,AUTRES PRESTATIONS DE SERVICES,023,"INFORMATION, COMMUNICATION",RECETTE REELLE FONCTIONNEMENT,Produits des services,Autres produits,Administration et frais généraux,Information Communication
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70688,AUTRES PRESTATIONS DE SERVICES,024,FETES ET CEREMONIES,RECETTE REELLE FONCTIONNEMENT,Produits des services,Autres produits,Administration et frais généraux,Fêtes et cérémonies
RECETTE,REELLE,FONCTIONNEMENT,70,PRODUITS DES SERVICES,70688,AUTRES PRESTATIONS DE SERVICES,025,AIDES AUX ASSOCIATIONS,RECETTE REELLE FONCTIONNEMENT,Produits des services,Autres produits,Administration et frais généraux,Administration générale
